series_id,key_id,time_s,ic_a_um,tmax_k,delta_t_k,power_w_um,cumulative_electrical_energy_j_um,source_path,source_row
thermal_steady,pulse_local_max,9.52219238281e-11,0.000180586847747,324.633215715,2.6000009256677004e-08,0.4514671193675,4.843704024393616e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,24
thermal_steady,post_pulse_sample_min,2.61031511898e-10,1.07142371169e-06,324.633219584,3.895000020293082e-06,0.002678559279225,1.433103030816982e-12,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,67
thermal_steady,time_10ns,1e-08,8.11137519321e-06,324.671123005,0.03790731600003028,0.020278437983025,9.19975466809501e-11,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,87
thermal_steady,time_40ns,4e-08,0.000205117957152,326.658868114,2.0256524249999757,0.51279489288,4.8743372362294085e-09,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,110
thermal_steady,time_50ns,5e-08,0.000512890134203,330.980926279,6.34771059000002,1.2822253355075,1.3224476717078392e-08,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,128
thermal_steady,time_60ns,6e-08,0.00122773398064,344.196903684,19.56368799500001,3.0693349515999997,3.368974119726604e-08,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,146
thermal_steady,available_window_end,6e-08,0.00122773398064,344.196903684,19.56368799500001,3.0693349515999997,3.368974119726604e-08,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_thermal_raw.csv,146
cold300_nonsteady,pulse_local_max,9.50461425781e-11,0.000146178854781,300.024351566,0.02412725900001078,0.36544713695250003,4.52376103876588e-13,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_cold300_raw.csv,23
cold300_nonsteady,post_pulse_sample_min,2.53956733647e-10,1.10454839036e-06,300.278737929,0.2785136219999913,0.0027613709759,1.4155032852006835e-12,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_cold300_raw.csv,63
cold300_nonsteady,time_10ns,1e-08,9.0165438934e-06,300.314872338,0.31464803099999017,0.0225413597335,1.0049042744677045e-10,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_cold300_raw.csv,83
cold300_nonsteady,time_40ns,4e-08,0.000242827048283,304.056035517,4.055811210000002,0.6070676207075,5.664006271997142e-09,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_cold300_raw.csv,107
cold300_nonsteady,time_50ns,5e-08,0.000640554699336,311.149371375,11.14914706799999,1.60138674834,1.5865430635138383e-08,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_cold300_raw.csv,125
cold300_nonsteady,time_60ns,6e-08,0.00159000611379,329.551431726,29.55120741899998,3.975015284475,4.198164713288776e-08,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_cold300_raw.csv,143
cold300_nonsteady,available_window_end,6e-08,0.00159000611379,329.551431726,29.55120741899998,3.975015284475,4.198164713288776e-08,docs/changes/2026-07-13-igbt-seb-现有数据复盘/let_scan/data/let150_cold300_raw.csv,143
